grade,math,classtype
2,477,regular
2,578,regular
2,463,regular
2,505,small
2,572,small
2,584,small
2,510,regular+aide
2,542,regular+aide
2,592,regular+aide
2,474,regular
2,557,regular+aide
2,557,regular
2,584,regular
2,512,small
2,545,small
2,520,small
2,572,regular+aide
2,529,regular+aide
2,529,regular
2,627,regular
2,542,regular
2,502,small
2,567,regular+aide
2,472,small
2,538,small
2,545,small
2,553,regular+aide
2,465,regular
2,523,small
2,484,regular
2,553,regular
2,542,regular
2,468,regular
2,557,regular
2,451,regular
2,553,small
2,532,regular+aide
2,592,small
2,553,small
2,549,regular
2,584,regular
2,456,regular+aide
2,486,regular+aide
2,458,small
2,592,small
2,553,regular
2,553,regular
2,486,regular
2,454,regular+aide
2,538,regular+aide
2,500,small
2,538,small
2,612,small
2,486,regular+aide
2,507,small
2,490,regular
2,507,small
2,515,small
2,523,regular+aide
2,481,regular
2,422,regular
2,515,small
2,472,regular+aide
2,627,small
2,542,regular+aide
2,502,regular
2,500,regular
2,529,regular+aide
2,542,regular
2,532,regular
2,518,regular
2,479,regular
2,553,regular+aide
2,553,regular+aide
2,510,regular
2,520,regular+aide
2,578,small
2,472,regular+aide
2,449,regular
2,477,regular
2,520,regular+aide
2,520,regular+aide
2,518,regular
2,627,regular+aide
2,490,small
2,549,small
2,535,small
2,526,small
2,456,small
2,526,regular
2,557,small
2,520,regular+aide
2,567,small
2,493,small
2,486,small
2,493,regular+aide
2,465,small
2,515,regular
2,523,small
2,557,small
2,532,regular
2,510,regular+aide
2,562,regular+aide
2,529,regular
2,578,regular+aide
2,526,regular+aide
2,505,small
2,542,small
2,510,small
2,526,regular
2,477,regular
2,500,regular
2,542,regular+aide
2,497,regular+aide
2,446,regular
2,500,regular
2,474,regular+aide
2,472,regular
2,535,regular+aide
2,505,regular
2,505,regular+aide
2,592,regular
2,627,small
2,468,regular
2,538,small
2,578,small
2,523,regular
2,518,regular+aide
2,567,regular
2,493,regular
2,653,small
2,465,small
2,612,small
2,572,regular
2,572,small
2,507,regular
2,653,regular
2,592,small
2,520,regular
2,468,regular
2,535,regular+aide
2,493,regular+aide
2,538,regular+aide
2,518,regular
2,538,regular+aide
2,532,regular
2,518,regular
2,481,regular
2,474,regular
2,441,regular
2,529,regular
2,572,small
2,532,small
2,458,regular
2,532,regular+aide
2,481,small
2,523,regular+aide
2,542,regular
2,584,regular+aide
2,538,regular
2,520,regular
2,510,regular
2,493,regular
2,518,regular+aide
2,436,small
2,502,regular
2,510,regular+aide
2,479,regular
2,523,regular
2,567,small
2,523,small
2,529,regular+aide
2,472,regular+aide
2,529,small
2,612,small
2,510,small
2,488,regular+aide
2,500,small
2,484,regular+aide
2,486,regular+aide
2,526,regular
2,512,regular+aide
2,535,small
2,505,regular+aide
2,515,regular+aide
2,562,small
2,545,small
2,526,small
2,507,regular
2,545,regular+aide
2,653,small
2,490,regular+aide
2,549,small
2,526,regular+aide
2,505,small
2,502,regular
2,512,small
2,484,regular
2,553,regular+aide
2,484,regular
2,601,small
2,510,regular+aide
2,532,regular
2,526,small
2,490,regular+aide
2,502,regular
2,535,small
2,535,regular+aide
2,542,regular+aide
2,502,regular+aide
2,512,small
2,446,regular
2,562,regular+aide
2,549,regular
2,601,small
2,532,regular
2,601,small
2,584,regular
2,477,regular
2,584,regular+aide
2,545,small
2,493,small
2,526,small
2,562,regular+aide
2,518,small
2,562,regular
2,515,regular+aide
2,545,small
2,474,regular
2,545,regular+aide
2,553,regular
2,441,regular
2,592,regular+aide
2,601,small
2,468,regular+aide
2,507,regular
2,510,regular
2,523,regular
2,557,regular+aide
2,572,regular+aide
2,470,regular
2,520,small
2,523,regular
2,562,regular+aide
2,526,regular+aide
2,532,small
2,601,regular
2,612,regular
2,578,regular+aide
2,500,regular+aide
2,553,regular
2,562,regular+aide
2,495,regular
2,592,regular
2,526,small
2,578,small
2,557,regular+aide
2,451,regular
2,523,regular
2,505,regular
2,538,regular
2,535,regular+aide
2,545,regular+aide
2,578,small
2,627,small
2,584,regular+aide
2,505,regular
2,535,regular+aide
2,502,regular
2,567,regular
2,468,regular+aide
2,505,regular
2,505,regular
2,512,regular+aide
2,493,regular+aide
2,542,regular+aide
2,479,regular
2,481,regular
2,470,regular+aide
2,567,regular
2,515,regular+aide
2,553,regular
2,523,small
2,592,small
2,572,regular
2,488,regular
2,526,regular+aide
2,562,regular
2,567,regular
2,529,small
2,592,small
2,578,small
2,553,regular+aide
2,474,regular+aide
2,523,small
2,562,regular
2,542,small
2,557,regular
2,592,regular+aide
2,572,regular
2,479,regular+aide
2,456,regular
2,549,regular
2,481,small
2,542,regular
2,520,small
2,444,regular+aide
2,532,regular+aide
2,486,regular
2,449,small
2,495,regular
2,512,small
2,549,regular+aide
2,512,small
2,523,regular+aide
2,484,small
2,572,small
2,562,regular+aide
2,592,regular
2,495,regular
2,538,small
2,535,regular+aide
2,500,small
2,612,regular
2,562,regular
2,481,regular
2,545,regular
2,578,regular+aide
2,538,regular+aide
2,532,small
2,490,regular+aide
2,532,regular+aide
2,592,regular
2,493,regular+aide
2,507,small
2,592,regular
2,572,regular+aide
2,535,regular+aide
2,510,regular
2,500,regular
2,515,regular+aide
2,477,small
2,553,regular
2,567,regular
2,578,regular
2,592,small
2,507,small
2,490,small
2,567,regular+aide
2,425,regular+aide
2,562,regular
2,495,regular+aide
2,520,regular
2,505,regular
2,601,small
2,456,regular
2,538,regular+aide
2,502,regular
2,535,regular
2,601,regular
2,545,small
2,532,regular
2,497,small
2,535,regular
2,535,regular+aide
2,512,regular
2,627,regular
2,653,small
2,553,regular
2,515,regular+aide
2,515,regular+aide
2,532,regular+aide
2,449,regular+aide
2,449,regular+aide
2,592,small
2,520,small
2,520,regular+aide
2,557,regular+aide
2,474,small
2,507,small
2,507,regular+aide
2,545,regular+aide
2,653,regular
2,538,regular+aide
2,486,regular
2,535,regular
2,512,regular
2,518,regular
2,535,regular
2,542,regular+aide
2,518,regular
2,538,regular+aide
2,653,regular
2,601,regular+aide
2,500,regular+aide
2,465,regular+aide
2,592,regular
2,567,regular+aide
2,529,small
2,567,small
2,484,regular+aide
2,523,small
2,578,small
2,532,regular
2,497,small
2,562,regular
2,545,regular
2,520,regular+aide
2,454,regular+aide
2,545,small
2,557,regular+aide
2,562,small
2,454,regular+aide
2,512,regular
2,433,regular
2,479,regular
2,502,regular
2,488,regular+aide
2,526,small
2,584,regular+aide
2,526,regular
2,484,regular
2,601,regular+aide
2,532,small
2,490,regular+aide
2,502,regular
2,444,regular
2,479,regular+aide
2,549,regular
2,532,regular
2,512,regular+aide
2,505,small
2,461,regular+aide
2,545,regular
2,562,regular
2,515,regular
2,542,regular+aide
2,493,regular
2,535,small
2,532,small
2,474,regular
2,518,regular
2,477,small
2,612,small
2,567,regular+aide
2,535,regular+aide
2,497,regular
2,456,regular
2,505,small
2,474,regular+aide
2,572,regular
2,572,regular+aide
2,515,regular
2,572,regular
2,520,regular+aide
2,572,regular+aide
2,538,regular+aide
2,433,small
2,627,small
2,465,regular
2,512,regular+aide
2,532,regular+aide
2,572,regular
2,538,small
2,470,regular
2,512,small
2,490,small
2,572,regular
2,562,regular+aide
2,515,regular
2,456,regular+aide
2,542,small
2,549,regular
2,592,regular
2,454,regular
2,515,regular+aide
2,612,regular+aide
2,488,regular
2,549,regular+aide
2,523,small
2,510,small
2,578,regular+aide
2,512,regular
2,557,regular
2,518,small
2,545,regular
2,545,small
2,549,small
2,562,small
2,545,small
2,518,regular+aide
2,562,small
2,529,regular+aide
2,497,regular
2,507,regular+aide
2,497,regular+aide
2,502,regular
2,529,regular
2,572,regular+aide
2,481,regular
2,612,regular+aide
2,542,regular+aide
2,510,regular
2,532,regular
2,505,regular
2,502,regular
2,512,regular+aide
2,507,small
2,601,small
2,653,regular+aide
2,572,small
2,490,regular+aide
2,493,regular+aide
2,567,regular+aide
2,526,regular+aide
2,535,regular
2,535,small
2,512,small
2,463,small
2,601,regular+aide
2,542,regular
2,481,small
2,526,regular
2,515,small
2,512,small
2,572,regular
2,557,small
2,529,regular
2,495,regular+aide
2,538,small
2,526,regular+aide
2,542,regular+aide
2,572,small
2,512,regular+aide
2,526,regular+aide
2,518,regular
2,601,small
2,486,regular
2,567,small
2,479,regular
2,553,regular
2,512,small
2,490,small
2,627,small
2,592,regular
2,562,small
2,653,small
2,484,regular
2,542,regular+aide
2,549,regular
2,505,regular
2,515,regular+aide
2,456,regular+aide
2,518,small
2,557,small
2,545,regular+aide
2,488,small
2,562,regular+aide
2,477,regular
2,572,regular+aide
2,484,regular+aide
2,545,regular
2,523,small
2,601,small
2,470,regular+aide
2,535,regular+aide
2,481,regular+aide
2,584,regular+aide
2,529,regular+aide
2,529,small
2,553,regular+aide
2,545,regular
2,515,small
2,526,regular
2,553,small
2,529,regular+aide
2,532,regular
2,612,small
2,515,regular
2,526,small
2,532,regular
2,474,regular
2,529,regular+aide
2,474,regular
2,584,regular
2,518,regular+aide
2,507,regular
2,572,regular+aide
2,549,regular+aide
2,653,regular+aide
2,523,regular
2,542,small
2,502,regular
2,542,regular
2,495,regular
2,532,regular+aide
2,676,small
2,526,regular
2,481,regular
2,532,regular+aide
2,549,regular+aide
2,488,regular
2,515,regular
2,612,small
2,538,regular
2,584,regular
2,549,regular+aide
2,592,regular+aide
2,553,regular+aide
2,484,regular
2,572,small
2,518,regular
2,545,small
2,535,regular
2,515,regular+aide
2,481,regular
2,472,regular
2,523,regular
2,553,regular
2,497,regular
2,520,regular+aide
2,653,regular
2,486,regular
2,456,regular
2,562,regular
2,542,regular+aide
2,572,regular+aide
2,532,regular
2,523,regular
2,592,small
2,553,regular+aide
2,515,regular+aide
2,538,regular
2,526,regular+aide
2,502,regular
2,510,regular+aide
2,515,regular
2,505,regular+aide
2,572,small
2,612,regular+aide
2,449,regular
2,497,regular+aide
2,562,small
2,529,regular+aide
2,515,regular
2,542,regular+aide
2,495,regular
2,612,regular+aide
2,532,regular
2,470,small
2,535,regular+aide
2,567,regular+aide
2,545,small
2,578,small
2,592,small
2,549,regular
2,458,regular+aide
2,430,regular
2,545,regular+aide
2,572,small
2,515,regular
2,567,regular+aide
2,477,regular
2,612,regular+aide
2,567,small
2,470,regular
2,505,regular
2,472,small
2,549,regular+aide
2,601,regular
2,549,regular+aide
2,512,regular
2,535,small
2,592,regular+aide
2,584,small
2,495,regular+aide
2,529,regular
2,542,regular+aide
2,538,small
2,505,regular+aide
2,567,small
2,538,regular+aide
2,592,regular+aide
2,572,regular+aide
2,505,regular+aide
2,456,regular+aide
2,529,regular
2,567,small
2,529,regular
2,451,regular
2,456,small
2,512,small
2,490,regular
2,553,small
2,601,regular+aide
2,502,regular+aide
2,484,regular
2,526,regular+aide
2,567,small
2,507,regular+aide
2,512,regular+aide
2,592,small
2,549,regular
2,592,small
2,578,regular+aide
2,477,regular+aide
2,493,regular
2,505,regular+aide
2,562,regular
2,477,regular
2,553,small
2,505,regular
2,463,small
2,562,small
2,532,regular+aide
2,567,regular+aide
2,535,regular+aide
2,500,regular
2,532,regular
2,545,regular+aide
2,515,regular
2,529,small
2,578,regular
2,553,regular
2,512,regular
2,612,small
2,477,regular+aide
2,523,regular
2,495,small
2,454,regular+aide
2,538,regular+aide
2,545,small
2,488,regular
2,515,small
2,490,regular
2,532,regular
2,472,regular+aide
2,601,small
2,538,regular+aide
2,653,regular
2,512,small
2,505,small
2,526,small
2,515,regular+aide
2,553,small
2,500,small
2,542,regular+aide
2,627,regular+aide
2,518,small
2,523,regular
2,515,regular+aide
2,520,regular+aide
2,456,regular+aide
2,518,regular
2,535,regular+aide
2,465,regular
2,526,regular
2,515,small
2,526,regular+aide
2,497,regular
2,562,regular+aide
2,532,regular
2,520,regular+aide
2,549,small
2,456,regular
2,572,regular+aide
2,512,regular
2,572,regular
2,584,regular+aide
2,497,regular
2,515,regular
2,510,regular
2,486,regular
2,488,regular
2,592,regular
2,535,regular+aide
2,572,regular
2,484,regular
2,495,regular+aide
2,529,small
2,584,small
2,535,small
2,653,regular+aide
2,493,regular+aide
2,484,small
2,553,regular
2,529,regular+aide
2,474,regular+aide
2,505,regular+aide
2,510,regular+aide
2,479,regular+aide
2,444,regular
2,502,regular+aide
2,549,regular+aide
2,535,regular
2,567,regular+aide
2,500,regular
2,523,regular
2,505,regular
2,532,small
2,584,small
2,553,regular+aide
2,520,small
2,495,regular+aide
2,572,small
2,474,regular+aide
2,472,regular
2,584,small
2,463,small
2,545,regular
2,562,small
2,515,regular
2,518,regular
2,557,regular
2,529,regular+aide
2,436,regular+aide
2,562,regular+aide
2,515,regular+aide
2,490,small
2,553,regular
2,545,small
2,529,regular+aide
2,584,small
2,479,regular
2,612,regular+aide
2,523,small
2,505,small
2,542,regular
2,538,regular
2,545,regular+aide
2,542,regular
2,538,regular+aide
2,584,regular
2,653,regular
2,481,regular
2,477,regular+aide
2,507,regular
2,444,regular
2,515,regular
2,484,regular+aide
2,515,small
2,584,small
2,545,regular+aide
2,535,regular+aide
2,584,small
2,538,regular+aide
2,472,regular
2,653,regular
2,518,regular+aide
2,578,regular
2,578,small
2,484,regular
2,542,small
2,542,regular+aide
2,535,small
2,572,regular
2,545,regular
2,542,regular
2,553,regular+aide
2,488,regular+aide
2,486,regular+aide
2,578,regular+aide
2,592,regular
2,477,small
2,510,regular+aide
2,497,regular
2,523,regular
2,553,regular+aide
2,520,small
2,518,regular
2,578,regular
2,562,regular
2,518,regular
2,523,regular
2,549,regular+aide
2,500,regular
2,515,regular+aide
2,468,regular+aide
2,535,regular
2,505,regular
2,592,regular
2,518,regular
2,542,regular
2,562,regular
2,572,regular
2,529,regular+aide
2,486,regular+aide
2,486,regular+aide
2,515,regular+aide
2,549,regular
2,532,regular
2,653,small
2,479,small
2,542,small
2,495,regular
2,481,regular+aide
2,567,regular+aide
2,567,regular
2,562,regular
2,562,small
2,523,regular
2,578,regular
2,538,regular
2,510,regular
2,474,small
2,592,regular+aide
2,545,regular+aide
2,535,small
2,484,regular
2,567,regular+aide
2,542,small
2,481,regular
2,601,regular
2,676,regular+aide
2,578,regular+aide
2,578,small
2,510,regular+aide
2,454,regular+aide
2,557,small
2,578,regular
2,505,regular
2,567,regular+aide
2,470,regular
2,572,regular
2,484,small
2,627,small
2,518,regular+aide
2,523,regular
2,572,regular
2,529,small
2,584,regular
2,612,regular+aide
2,542,regular
2,472,small
2,518,regular
2,557,small
2,535,regular+aide
2,592,regular+aide
2,458,regular+aide
2,477,regular+aide
2,549,regular
2,592,regular
2,535,small
2,507,regular
2,557,regular+aide
2,562,small
2,592,small
2,430,regular+aide
2,520,small
2,676,small
2,553,regular+aide
2,488,regular+aide
2,472,regular
2,535,small
2,518,regular+aide
2,468,regular+aide
2,484,regular+aide
2,601,small
2,567,regular+aide
2,484,regular+aide
2,497,small
2,578,regular+aide
2,518,regular
2,545,small
2,572,regular
2,510,regular
2,477,small
2,518,small
2,477,regular
2,481,regular
2,515,regular+aide
2,567,regular
2,612,regular
2,505,small
2,592,regular
2,612,regular
2,500,small
2,529,regular
2,510,regular
2,553,small
2,612,regular
2,520,regular+aide
2,532,regular
2,542,regular
2,461,regular
2,529,regular+aide
2,545,small
2,515,regular
2,592,small
2,578,regular+aide
2,567,small
2,490,regular+aide
2,479,regular+aide
2,529,regular+aide
2,484,small
2,592,regular+aide
2,495,regular
2,542,small
2,510,small
2,479,small
2,532,regular+aide
2,526,regular+aide
2,612,regular
2,567,regular+aide
2,481,regular+aide
2,515,regular+aide
2,549,small
2,601,regular+aide
2,676,small
2,529,small
2,526,regular
2,507,regular
2,510,regular
2,515,small
2,529,regular+aide
2,578,small
2,518,small
2,493,regular
2,479,regular
2,557,regular+aide
2,518,regular+aide
2,479,regular+aide
2,488,regular+aide
2,592,regular
2,529,regular
2,495,regular
2,505,regular+aide
2,523,small
2,557,regular
2,538,regular+aide
2,584,regular+aide
2,612,regular+aide
2,567,regular+aide
2,627,small
2,535,regular
2,653,regular+aide
2,470,regular+aide
2,572,small
2,612,regular
2,502,regular+aide
2,572,regular
2,512,regular+aide
2,474,regular
2,532,regular+aide
2,572,small
2,553,small
2,549,regular+aide
2,549,small
2,529,regular
2,520,regular
2,523,regular
2,601,regular
2,502,regular
2,584,regular
2,553,small
2,458,regular
2,535,regular+aide
2,592,regular
2,553,regular
2,584,regular
2,505,regular
2,538,regular
2,470,small
2,474,regular
2,523,small
2,572,regular
2,502,regular
2,463,regular+aide
2,542,regular+aide
2,529,regular
2,653,regular
2,505,regular
2,512,small
2,523,small
2,567,regular+aide
2,488,regular+aide
2,542,regular
2,562,regular
2,520,regular
2,584,regular
2,584,regular+aide
2,510,regular
2,549,small
2,510,small
2,542,regular
2,545,small
2,507,regular+aide
2,542,small
2,532,regular+aide
2,518,regular+aide
2,538,regular
2,601,regular
2,515,regular
2,549,small
2,567,regular+aide
2,520,small
2,470,small
2,572,small
2,562,regular
2,532,regular
2,518,regular+aide
2,481,regular+aide
2,518,regular
2,474,regular
2,523,small
2,505,regular
2,484,regular+aide
2,502,regular
2,488,small
2,526,regular+aide
2,502,regular+aide
2,532,small
2,495,regular+aide
2,532,regular
2,553,regular+aide
2,578,regular
2,572,regular+aide
2,567,regular+aide
2,515,regular
2,529,regular+aide
2,497,regular
2,612,small
2,502,regular+aide
2,532,regular
2,542,regular+aide
2,456,regular+aide
2,584,small
2,562,regular
2,484,regular
2,572,regular
2,520,small
2,505,regular+aide
2,601,small
2,572,regular
2,592,regular
2,584,regular
2,553,regular+aide
2,479,regular
2,532,regular
2,532,regular
2,627,regular+aide
2,584,regular
2,553,regular+aide
2,578,small
2,490,regular+aide
2,507,small
2,557,regular
2,653,regular
2,529,small
2,512,regular
2,439,regular
2,490,regular
2,578,regular
2,676,regular
2,562,regular
2,562,regular
2,529,regular
2,535,small
2,592,small
2,562,small
2,404,regular+aide
2,572,small
2,484,regular
2,601,small
2,562,regular
2,486,regular
2,502,small
2,545,regular
